Age,Gender,City,Device_Type,Payment_Method,Email,Test_Group,Campaign_Result
23,Female,Istanbul,Mobile,Credit Card,eugeneobrien@example.org,Test B,Success
29,Female,Izmir,Mobile,Credit Card,williamskevin@example.org,Test A,Success
32,Female,Antalya,Tablet,Credit Card,chelsea53@example.net,Test A,Success
34,Female,Bursa,Desktop,Bank Transfer,chaseyork@example.org,Test C,Failed
32,Female,Antalya,Tablet,Credit Card,lwalters@example.com,Test A,Failed
24,Female,Ankara,Mobile,Credit Card,kgarcia@example.com,Test B,Success
34,Female,Konya,Desktop,Bank Transfer,monicahicks@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,mcneilbrandy@example.org,Test B,Success
28,Male,Antalya,Tablet,Credit Card,danielshepherd@example.com,Test A,Failed
29,Female,Antalya,Mobile,Credit Card,claudiaaguilar@example.net,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,sheri28@example.org,Test B,Success
20,Female,Istanbul,Mobile,Digital Wallet,emilycross@example.org,Test B,Failed
40,Female,Izmir,Tablet,Credit Card,upope@example.com,Test A,Success
25,Female,Istanbul,Mobile,Credit Card,ladams@example.net,Test B,Success
31,Female,Izmir,Mobile,Credit Card,johnward@example.com,Test A,Success
38,Male,Antalya,Mobile,Credit Card,michael79@example.net,Test A,Failed
33,Female,Bursa,Desktop,Bank Transfer,jdrake@example.net,Test C,Failed
26,Female,Ankara,Mobile,Credit Card,bphillips@example.com,Test B,Success
22,Female,Istanbul,Mobile,Credit Card,isaacdavis@example.org,Test B,Success
39,Male,Antalya,Tablet,Credit Card,lisabryant@example.net,Test A,Failed
28,Female,Antalya,Tablet,Credit Card,brianna69@example.org,Test A,Success
36,Female,Bursa,Desktop,Bank Transfer,patrick71@example.com,Test C,Failed
25,Female,Ankara,Mobile,Digital Wallet,tmartin@example.com,Test B,Success
37,Male,Izmir,Tablet,Credit Card,mccarthynatalie@example.com,Test A,Success
38,Male,Konya,Desktop,Bank Transfer,angelagraham@example.com,Test C,Failed
37,Male,Antalya,Mobile,Credit Card,angelagonzalez@example.org,Test A,Success
30,Female,Antalya,Mobile,Credit Card,dsutton@example.org,Test A,Success
22,Female,Istanbul,Mobile,Credit Card,yramsey@example.net,Test B,Success
44,Male,Konya,Desktop,Bank Transfer,alanmoran@example.com,Test C,Failed
33,Male,Izmir,Tablet,Credit Card,leroy61@example.org,Test A,Success
21,Female,Ankara,Mobile,Credit Card,lambertjonathan@example.org,Test B,Success
39,Male,Bursa,Desktop,Cash on Delivery,andersonnathan@example.com,Test C,Failed
21,Female,Istanbul,Mobile,Digital Wallet,palmershannon@example.org,Test B,Success
35,Female,Antalya,Mobile,Credit Card,susan85@example.com,Test A,Success
22,Female,Ankara,Mobile,Digital Wallet,jenniferbowen@example.org,Test B,Failed
24,Female,Ankara,Mobile,Digital Wallet,jessica89@example.net,Test B,Success
28,Female,Izmir,Mobile,Credit Card,latoya13@example.org,Test A,Success
39,Male,Bursa,Desktop,Cash on Delivery,stephanie80@example.net,Test C,Failed
36,Female,Antalya,Mobile,Credit Card,kevin68@example.net,Test A,Success
43,Male,Konya,Desktop,Cash on Delivery,elliottmichael@example.org,Test C,Failed
34,Male,Bursa,Desktop,Cash on Delivery,jacquelinerussell@example.com,Test C,Failed
29,Female,Antalya,Tablet,Credit Card,andrewmyers@example.org,Test A,Success
38,Female,Bursa,Desktop,Cash on Delivery,fsmith@example.com,Test C,Failed
43,Male,Konya,Desktop,Bank Transfer,swilliams@example.com,Test C,Failed
40,Female,Izmir,Tablet,Credit Card,marco15@example.net,Test A,Success
37,Female,Konya,Desktop,Bank Transfer,joshua94@example.net,Test C,Failed
34,Female,Konya,Desktop,Cash on Delivery,andersonevan@example.org,Test C,Failed
22,Female,Ankara,Mobile,Digital Wallet,tmiller@example.org,Test B,Success
41,Female,Konya,Desktop,Bank Transfer,jameswright@example.net,Test C,Success
36,Male,Antalya,Mobile,Credit Card,sarah39@example.org,Test A,Failed
42,Male,Bursa,Desktop,Bank Transfer,ortegaryan@example.org,Test C,Failed
32,Female,Antalya,Tablet,Credit Card,gmullins@example.com,Test A,Success
33,Female,Bursa,Desktop,Bank Transfer,bradleytravis@example.net,Test C,Failed
24,Female,Ankara,Mobile,Credit Card,warrenstephanie@example.net,Test B,Success
33,Female,Bursa,Desktop,Bank Transfer,lopezfrank@example.com,Test C,Failed
23,Female,Ankara,Mobile,Digital Wallet,timothyowen@example.net,Test B,Success
45,Female,Konya,Desktop,Bank Transfer,perezlindsey@example.com,Test C,Failed
33,Male,Antalya,Tablet,Credit Card,sarahtanner@example.com,Test A,Success
33,Female,Konya,Desktop,Bank Transfer,lisaprice@example.org,Test C,Failed
39,Male,Bursa,Desktop,Bank Transfer,dawnbanks@example.com,Test C,Failed
42,Female,Bursa,Desktop,Bank Transfer,cynthiawright@example.org,Test C,Failed
35,Male,Antalya,Mobile,Credit Card,mannpaige@example.com,Test A,Success
32,Male,Izmir,Mobile,Credit Card,robert09@example.com,Test A,Success
34,Female,Izmir,Mobile,Credit Card,johnsongregory@example.net,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,kathybishop@example.org,Test B,Success
22,Female,Ankara,Mobile,Digital Wallet,gillbarbara@example.com,Test B,Failed
24,Female,Istanbul,Mobile,Credit Card,tannerhayes@example.org,Test B,Failed
24,Female,Istanbul,Mobile,Digital Wallet,amygiles@example.net,Test B,Success
32,Female,Antalya,Mobile,Credit Card,michael33@example.com,Test A,Success
32,Female,Izmir,Mobile,Credit Card,qnelson@example.org,Test A,Success
36,Female,Izmir,Tablet,Credit Card,fharris@example.net,Test A,Success
40,Male,Konya,Desktop,Bank Transfer,robert51@example.org,Test C,Failed
21,Female,Istanbul,Mobile,Digital Wallet,fharris@example.net,Test B,Success
24,Female,Ankara,Mobile,Credit Card,mbuck@example.org,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,soniawright@example.net,Test B,Success
21,Female,Ankara,Mobile,Credit Card,jthomas@example.com,Test B,Success
45,Male,Konya,Desktop,Cash on Delivery,martinezwilliam@example.org,Test C,Failed
36,Male,Antalya,Tablet,Credit Card,joseph06@example.net,Test A,Failed
36,Male,Antalya,Mobile,Credit Card,larryjenkins@example.net,Test A,Success
39,Female,Izmir,Mobile,Credit Card,kellymelissa@example.net,Test A,Success
24,Female,Istanbul,Mobile,Digital Wallet,jamiebutler@example.net,Test B,Success
33,Male,Konya,Desktop,Cash on Delivery,derek62@example.org,Test C,Failed
25,Female,Istanbul,Mobile,Digital Wallet,brian78@example.net,Test B,Failed
34,Female,Antalya,Tablet,Credit Card,kevinherrera@example.net,Test A,Success
32,Male,Antalya,Mobile,Credit Card,tylerriley@example.com,Test A,Success
41,Male,Konya,Desktop,Cash on Delivery,ramirezrebecca@example.net,Test C,Failed
33,Female,Antalya,Tablet,Credit Card,qmack@example.com,Test A,Success
37,Female,Antalya,Tablet,Credit Card,penasara@example.net,Test A,Failed
20,Female,Istanbul,Mobile,Digital Wallet,hsmith@example.com,Test B,Success
28,Male,Antalya,Tablet,Credit Card,jacobhoward@example.net,Test A,Failed
38,Male,Bursa,Desktop,Cash on Delivery,jreid@example.org,Test C,Failed
31,Male,Antalya,Mobile,Credit Card,mfowler@example.com,Test A,Success
33,Male,Konya,Desktop,Bank Transfer,matthewhernandez@example.net,Test C,Failed
29,Female,Antalya,Tablet,Credit Card,rbauer@example.org,Test A,Success
20,Female,Ankara,Mobile,Digital Wallet,christinewalker@example.net,Test B,Success
35,Female,Izmir,Mobile,Credit Card,susan41@example.org,Test A,Success
21,Female,Istanbul,Mobile,Credit Card,cole55@example.org,Test B,Success
33,Male,Antalya,Mobile,Credit Card,qmack@example.com,Test A,Success
37,Female,Bursa,Desktop,Bank Transfer,charleslucas@example.net,Test C,Failed
36,Female,Izmir,Tablet,Credit Card,christopher78@example.org,Test A,Success
39,Female,Antalya,Mobile,Credit Card,harrissarah@example.net,Test A,Success
43,Male,Konya,Desktop,Bank Transfer,andersennathan@example.net,Test C,Failed
36,Male,Izmir,Mobile,Credit Card,terryjohnson@example.net,Test A,Success
24,Female,Istanbul,Mobile,Digital Wallet,cody18@example.org,Test B,Success
44,Male,Bursa,Desktop,Cash on Delivery,tinabullock@example.org,Test C,Failed
33,Female,Konya,Desktop,Cash on Delivery,wcollins@example.net,Test C,Failed
37,Male,Izmir,Tablet,Credit Card,franklinsteven@example.org,Test A,Success
33,Female,Antalya,Tablet,Credit Card,sbell@example.com,Test A,Success
20,Female,Ankara,Mobile,Credit Card,yedwards@example.com,Test B,Success
26,Female,Istanbul,Mobile,Credit Card,danagallegos@example.com,Test B,Success
36,Female,Konya,Desktop,Bank Transfer,stephen62@example.org,Test C,Failed
20,Female,Ankara,Mobile,Credit Card,smithdorothy@example.org,Test B,Success
21,Female,Ankara,Mobile,Credit Card,omeyer@example.org,Test B,Success
40,Female,Konya,Desktop,Cash on Delivery,rwoods@example.org,Test C,Failed
23,Female,Istanbul,Mobile,Credit Card,christopher78@example.org,Test B,Success
23,Female,Istanbul,Mobile,Credit Card,brittanyleonard@example.net,Test B,Success
33,Female,Bursa,Desktop,Cash on Delivery,gregoryharding@example.net,Test C,Failed
23,Female,Ankara,Mobile,Digital Wallet,howardalexander@example.org,Test B,Success
30,Male,Izmir,Tablet,Credit Card,whiteheadjeremiah@example.com,Test A,Success
37,Male,Antalya,Tablet,Credit Card,michellemorton@example.net,Test A,Failed
39,Male,Izmir,Tablet,Credit Card,chelsea53@example.net,Test A,Success
35,Female,Bursa,Desktop,Bank Transfer,scott41@example.com,Test C,Failed
42,Female,Bursa,Desktop,Cash on Delivery,samanthalang@example.net,Test C,Failed
43,Male,Konya,Desktop,Bank Transfer,scott41@example.com,Test C,Success
33,Female,Antalya,Tablet,Credit Card,valerierogers@example.org,Test A,Success
32,Female,Izmir,Tablet,Credit Card,wagneranna@example.com,Test A,Success
28,Female,Antalya,Tablet,Credit Card,ohayes@example.com,Test A,Success
24,Female,Ankara,Mobile,Credit Card,jessica54@example.org,Test B,Success
24,Female,Istanbul,Mobile,Digital Wallet,baileymelanie@example.org,Test B,Failed
34,Female,Izmir,Tablet,Credit Card,ndavid@example.com,Test A,Success
40,Male,Konya,Desktop,Cash on Delivery,nicole97@example.net,Test C,Failed
20,Female,Istanbul,Mobile,Credit Card,wcoleman@example.com,Test B,Success
30,Female,Antalya,Tablet,Credit Card,ggoodman@example.com,Test A,Success
33,Female,Izmir,Mobile,Credit Card,mezacassandra@example.net,Test A,Failed
36,Male,Izmir,Tablet,Credit Card,calderonderek@example.org,Test A,Success
31,Female,Izmir,Tablet,Credit Card,dicksonkara@example.net,Test A,Success
22,Female,Ankara,Mobile,Digital Wallet,carolineknight@example.net,Test B,Success
38,Male,Izmir,Mobile,Credit Card,xritter@example.net,Test A,Failed
20,Female,Istanbul,Mobile,Digital Wallet,danielcrosby@example.org,Test B,Success
21,Female,Ankara,Mobile,Digital Wallet,nicolehendricks@example.org,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,zacharygonzales@example.org,Test B,Success
26,Female,Ankara,Mobile,Digital Wallet,johnwarren@example.net,Test B,Success
34,Female,Izmir,Mobile,Credit Card,lauraholmes@example.net,Test A,Success
42,Male,Bursa,Desktop,Cash on Delivery,tammyjones@example.org,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,jali@example.org,Test B,Success
40,Male,Konya,Desktop,Cash on Delivery,rebeccaali@example.org,Test C,Failed
34,Female,Izmir,Mobile,Credit Card,chandlerpamela@example.net,Test A,Failed
32,Female,Izmir,Tablet,Credit Card,vcampbell@example.org,Test A,Success
26,Female,Ankara,Mobile,Digital Wallet,fmurphy@example.net,Test B,Success
44,Female,Bursa,Desktop,Bank Transfer,gromero@example.org,Test C,Failed
40,Female,Konya,Desktop,Bank Transfer,paynestephanie@example.net,Test C,Failed
34,Male,Bursa,Desktop,Cash on Delivery,joseph04@example.com,Test C,Failed
33,Male,Antalya,Tablet,Credit Card,reginaldmccarty@example.com,Test A,Success
41,Female,Bursa,Desktop,Cash on Delivery,johnsoncrystal@example.net,Test C,Failed
35,Female,Bursa,Desktop,Bank Transfer,stacey21@example.com,Test C,Failed
30,Female,Izmir,Mobile,Credit Card,wnguyen@example.net,Test A,Success
23,Female,Istanbul,Mobile,Digital Wallet,kmathis@example.net,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,jeremy54@example.net,Test B,Success
25,Female,Ankara,Mobile,Credit Card,gdunn@example.com,Test B,Success
25,Female,Istanbul,Mobile,Credit Card,kimberlymoore@example.org,Test B,Success
30,Female,Antalya,Tablet,Credit Card,jacobsjeremy@example.com,Test A,Success
39,Female,Izmir,Tablet,Credit Card,hailey58@example.com,Test A,Success
32,Female,Antalya,Mobile,Credit Card,ryan62@example.net,Test A,Success
28,Male,Izmir,Mobile,Credit Card,petersonnicholas@example.com,Test A,Success
30,Female,Izmir,Tablet,Credit Card,amanda87@example.org,Test A,Success
32,Male,Antalya,Mobile,Credit Card,bishoppatrick@example.org,Test A,Success
28,Female,Izmir,Tablet,Credit Card,cunninghamdouglas@example.org,Test A,Success
28,Female,Izmir,Mobile,Credit Card,karenevans@example.net,Test A,Success
26,Female,Ankara,Mobile,Digital Wallet,sandra21@example.net,Test B,Success
24,Female,Ankara,Mobile,Digital Wallet,melissaphelps@example.com,Test B,Success
26,Female,Ankara,Mobile,Digital Wallet,wcuevas@example.org,Test B,Failed
26,Female,Istanbul,Mobile,Credit Card,rhonda68@example.org,Test B,Success
22,Female,Istanbul,Mobile,Credit Card,vperez@example.com,Test B,Success
30,Male,Antalya,Mobile,Credit Card,jamesclark@example.org,Test A,Success
38,Female,Antalya,Tablet,Credit Card,aarias@example.org,Test A,Failed
42,Male,Bursa,Desktop,Bank Transfer,brittanyburton@example.com,Test C,Failed
26,Female,Istanbul,Mobile,Credit Card,hansenscott@example.net,Test B,Success
33,Male,Konya,Desktop,Cash on Delivery,wesley89@example.com,Test C,Failed
21,Female,Istanbul,Mobile,Credit Card,wendyrodriguez@example.org,Test B,Success
25,Female,Ankara,Mobile,Digital Wallet,murphynicole@example.net,Test B,Failed
38,Male,Bursa,Desktop,Bank Transfer,shannon51@example.org,Test C,Failed
35,Female,Konya,Desktop,Bank Transfer,johnstonjohn@example.com,Test C,Failed
39,Female,Antalya,Mobile,Credit Card,colemanjohn@example.org,Test A,Failed
20,Female,Istanbul,Mobile,Digital Wallet,karenmarshall@example.net,Test B,Success
30,Female,Izmir,Tablet,Credit Card,blackwellcharles@example.com,Test A,Success
41,Female,Konya,Desktop,Bank Transfer,andrew13@example.com,Test C,Failed
39,Male,Antalya,Tablet,Credit Card,smack@example.com,Test A,Success
41,Male,Konya,Desktop,Cash on Delivery,tranmichelle@example.org,Test C,Failed
26,Female,Ankara,Mobile,Credit Card,joseph04@example.com,Test B,Failed
34,Female,Konya,Desktop,Cash on Delivery,bradley28@example.org,Test C,Failed
26,Female,Ankara,Mobile,Credit Card,richard97@example.com,Test B,Failed
37,Male,Antalya,Tablet,Credit Card,perezdaniel@example.org,Test A,Success
44,Female,Bursa,Desktop,Cash on Delivery,steve01@example.org,Test C,Failed
37,Female,Konya,Desktop,Cash on Delivery,penasara@example.net,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,josephbrewer@example.org,Test B,Success
24,Female,Ankara,Mobile,Digital Wallet,lori02@example.org,Test B,Success
31,Male,Izmir,Mobile,Credit Card,moodymichael@example.org,Test A,Success
22,Female,Istanbul,Mobile,Digital Wallet,cflores@example.org,Test B,Success
21,Female,Istanbul,Mobile,Credit Card,john20@example.net,Test B,Success
21,Female,Ankara,Mobile,Credit Card,joe88@example.com,Test B,Success
31,Male,Antalya,Mobile,Credit Card,wwilliams@example.org,Test A,Failed
21,Female,Ankara,Mobile,Credit Card,cflores@example.org,Test B,Failed
39,Male,Antalya,Mobile,Credit Card,mariareed@example.com,Test A,Success
40,Male,Izmir,Tablet,Credit Card,lindagibson@example.net,Test A,Success
22,Female,Ankara,Mobile,Digital Wallet,santanamegan@example.com,Test B,Success
29,Female,Antalya,Mobile,Credit Card,wwright@example.org,Test A,Success
38,Female,Konya,Desktop,Cash on Delivery,asullivan@example.org,Test C,Failed
39,Male,Konya,Desktop,Cash on Delivery,nadams@example.com,Test C,Failed
45,Male,Konya,Desktop,Bank Transfer,xmullen@example.com,Test C,Failed
39,Male,Bursa,Desktop,Bank Transfer,yrodriguez@example.net,Test C,Failed
34,Male,Konya,Desktop,Cash on Delivery,jill49@example.net,Test C,Failed
36,Male,Konya,Desktop,Bank Transfer,trevorhill@example.net,Test C,Failed
37,Female,Izmir,Tablet,Credit Card,sullivanchad@example.com,Test A,Success
34,Male,Konya,Desktop,Cash on Delivery,olsoncharles@example.net,Test C,Success
35,Male,Izmir,Tablet,Credit Card,westamanda@example.org,Test A,Success
34,Male,Konya,Desktop,Bank Transfer,tanya32@example.net,Test C,Success
23,Female,Ankara,Mobile,Digital Wallet,pwatkins@example.com,Test B,Success
24,Female,Ankara,Mobile,Credit Card,clayjeremy@example.org,Test B,Success
36,Male,Konya,Desktop,Cash on Delivery,kevin05@example.net,Test C,Success
20,Female,Istanbul,Mobile,Digital Wallet,joseph06@example.net,Test B,Success
42,Female,Bursa,Desktop,Cash on Delivery,stephen35@example.com,Test C,Failed
25,Female,Istanbul,Mobile,Credit Card,cnewton@example.org,Test B,Success
43,Female,Konya,Desktop,Bank Transfer,cbaker@example.org,Test C,Failed
25,Female,Ankara,Mobile,Credit Card,urobinson@example.org,Test B,Success
20,Female,Ankara,Mobile,Credit Card,otaylor@example.org,Test B,Failed
21,Female,Istanbul,Mobile,Credit Card,georgeandrea@example.com,Test B,Success
45,Female,Bursa,Desktop,Cash on Delivery,danielle38@example.org,Test C,Failed
23,Female,Istanbul,Mobile,Digital Wallet,kristinmartinez@example.org,Test B,Success
39,Male,Izmir,Tablet,Credit Card,david38@example.net,Test A,Success
38,Male,Izmir,Tablet,Credit Card,robert50@example.com,Test A,Success
37,Female,Antalya,Mobile,Credit Card,jessekhan@example.org,Test A,Success
24,Female,Istanbul,Mobile,Digital Wallet,hawkinsryan@example.net,Test B,Success
40,Male,Izmir,Mobile,Credit Card,herbertwright@example.org,Test A,Success
20,Female,Ankara,Mobile,Credit Card,ybennett@example.org,Test B,Success
25,Female,Istanbul,Mobile,Credit Card,danielsjerome@example.com,Test B,Success
37,Male,Konya,Desktop,Cash on Delivery,mward@example.org,Test C,Failed
32,Male,Antalya,Mobile,Credit Card,mwaters@example.net,Test A,Failed
20,Female,Ankara,Mobile,Credit Card,brian65@example.org,Test B,Success
31,Female,Antalya,Tablet,Credit Card,zrodgers@example.com,Test A,Success
35,Female,Konya,Desktop,Cash on Delivery,christina94@example.com,Test C,Success
40,Female,Konya,Desktop,Cash on Delivery,dixonbrian@example.com,Test C,Failed
37,Female,Izmir,Tablet,Credit Card,youngjeffrey@example.com,Test A,Success
43,Male,Bursa,Desktop,Bank Transfer,scruz@example.com,Test C,Failed
34,Female,Izmir,Tablet,Credit Card,richardsoncrystal@example.net,Test A,Success
24,Female,Istanbul,Mobile,Digital Wallet,jennifertaylor@example.net,Test B,Failed
35,Female,Antalya,Mobile,Credit Card,wphillips@example.org,Test A,Success
37,Female,Konya,Desktop,Bank Transfer,smacias@example.com,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,mooreallison@example.org,Test B,Success
35,Male,Antalya,Mobile,Credit Card,yharrington@example.org,Test A,Success
42,Male,Bursa,Desktop,Cash on Delivery,chadmyers@example.net,Test C,Failed
21,Female,Istanbul,Mobile,Credit Card,denisekelly@example.net,Test B,Success
34,Female,Izmir,Tablet,Credit Card,matthew88@example.org,Test A,Success
29,Female,Izmir,Mobile,Credit Card,kristinmartinez@example.org,Test A,Success
37,Female,Bursa,Desktop,Bank Transfer,aking@example.com,Test C,Failed
40,Female,Izmir,Mobile,Credit Card,cristinajohnson@example.org,Test A,Success
20,Female,Ankara,Mobile,Credit Card,terryjohnson@example.net,Test B,Success
35,Female,Antalya,Mobile,Credit Card,egriffith@example.net,Test A,Failed
31,Female,Antalya,Mobile,Credit Card,michellesullivan@example.org,Test A,Success
21,Female,Istanbul,Mobile,Credit Card,nicole36@example.net,Test B,Success
25,Female,Ankara,Mobile,Credit Card,stefanie75@example.com,Test B,Success
21,Female,Ankara,Mobile,Credit Card,andrewsjoanna@example.com,Test B,Failed
29,Female,Izmir,Tablet,Credit Card,snowelizabeth@example.com,Test A,Failed
22,Female,Ankara,Mobile,Digital Wallet,mary19@example.net,Test B,Success
30,Male,Izmir,Tablet,Credit Card,codybarajas@example.org,Test A,Success
39,Female,Antalya,Mobile,Credit Card,franklopez@example.org,Test A,Success
44,Female,Bursa,Desktop,Cash on Delivery,cgonzalez@example.net,Test C,Success
43,Female,Konya,Desktop,Cash on Delivery,mflores@example.net,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,satkinson@example.org,Test B,Success
31,Female,Izmir,Tablet,Credit Card,kimberlybradley@example.org,Test A,Success
38,Male,Antalya,Tablet,Credit Card,scottwoods@example.com,Test A,Failed
20,Female,Istanbul,Mobile,Credit Card,donaldwagner@example.net,Test B,Success
44,Female,Konya,Desktop,Cash on Delivery,scottholland@example.org,Test C,Failed
44,Male,Bursa,Desktop,Cash on Delivery,huangalbert@example.org,Test C,Failed
26,Female,Istanbul,Mobile,Digital Wallet,wbarton@example.com,Test B,Success
45,Male,Bursa,Desktop,Cash on Delivery,iwilliams@example.com,Test C,Failed
25,Female,Istanbul,Mobile,Digital Wallet,harrissarah@example.net,Test B,Success
33,Female,Antalya,Tablet,Credit Card,aliciahebert@example.org,Test A,Success
42,Male,Konya,Desktop,Bank Transfer,xgriffith@example.org,Test C,Failed
25,Female,Istanbul,Mobile,Credit Card,brianna70@example.net,Test B,Success
44,Male,Konya,Desktop,Cash on Delivery,dennis58@example.org,Test C,Failed
33,Female,Izmir,Mobile,Credit Card,vmartinez@example.com,Test A,Success
25,Female,Istanbul,Mobile,Credit Card,walkertyler@example.org,Test B,Failed
20,Female,Ankara,Mobile,Credit Card,hopkinsisaiah@example.net,Test B,Success
40,Female,Antalya,Tablet,Credit Card,angela87@example.com,Test A,Failed
29,Male,Izmir,Tablet,Credit Card,figueroadaniel@example.org,Test A,Success
26,Female,Istanbul,Mobile,Digital Wallet,patriciasmith@example.com,Test B,Failed
26,Female,Istanbul,Mobile,Digital Wallet,bryantmichael@example.org,Test B,Success
35,Male,Izmir,Mobile,Credit Card,kwatson@example.org,Test A,Success
44,Male,Konya,Desktop,Cash on Delivery,greynolds@example.com,Test C,Failed
37,Female,Konya,Desktop,Bank Transfer,dking@example.org,Test C,Failed
20,Female,Istanbul,Mobile,Credit Card,gbryant@example.org,Test B,Success
24,Female,Istanbul,Mobile,Credit Card,warrenstephanie@example.net,Test B,Success
40,Female,Konya,Desktop,Bank Transfer,pattersonholly@example.org,Test C,Failed
20,Female,Ankara,Mobile,Credit Card,christopher89@example.net,Test B,Success
20,Female,Ankara,Mobile,Digital Wallet,jrobinson@example.net,Test B,Success
35,Male,Konya,Desktop,Cash on Delivery,richard47@example.com,Test C,Failed
39,Female,Antalya,Tablet,Credit Card,cynthia66@example.org,Test A,Failed
33,Female,Bursa,Desktop,Cash on Delivery,kellisantos@example.com,Test C,Failed
20,Female,Ankara,Mobile,Credit Card,browntammy@example.org,Test B,Success
43,Male,Bursa,Desktop,Bank Transfer,cheryltaylor@example.com,Test C,Failed
37,Female,Izmir,Mobile,Credit Card,boydbrian@example.net,Test A,Success
26,Female,Ankara,Mobile,Credit Card,herringmitchell@example.net,Test B,Success
39,Male,Konya,Desktop,Cash on Delivery,vpierce@example.org,Test C,Failed
36,Female,Izmir,Mobile,Credit Card,williamsedward@example.net,Test A,Success
33,Female,Izmir,Mobile,Credit Card,jeffreylarson@example.org,Test A,Success
39,Female,Antalya,Mobile,Credit Card,swalker@example.org,Test A,Success
33,Female,Bursa,Desktop,Bank Transfer,simmonsjulia@example.com,Test C,Failed
36,Female,Bursa,Desktop,Bank Transfer,tpeterson@example.com,Test C,Failed
32,Female,Izmir,Tablet,Credit Card,vfoster@example.com,Test A,Failed
22,Female,Istanbul,Mobile,Digital Wallet,justingibbs@example.com,Test B,Failed
21,Female,Ankara,Mobile,Digital Wallet,ebrennan@example.net,Test B,Success
37,Female,Konya,Desktop,Bank Transfer,josephbrewer@example.org,Test C,Failed
25,Female,Ankara,Mobile,Digital Wallet,susan20@example.net,Test B,Success
22,Female,Istanbul,Mobile,Credit Card,andrea25@example.org,Test B,Success
38,Female,Antalya,Tablet,Credit Card,caleb63@example.com,Test A,Success
31,Female,Antalya,Mobile,Credit Card,grahamrobert@example.com,Test A,Success
26,Female,Istanbul,Mobile,Credit Card,hectorayala@example.org,Test B,Success
37,Female,Izmir,Mobile,Credit Card,adam41@example.com,Test A,Success
21,Female,Istanbul,Mobile,Digital Wallet,bobbymartin@example.net,Test B,Success
26,Female,Istanbul,Mobile,Credit Card,matthew79@example.com,Test B,Success
36,Male,Konya,Desktop,Bank Transfer,baileyashley@example.com,Test C,Failed
36,Female,Konya,Desktop,Cash on Delivery,uspencer@example.org,Test C,Failed
29,Female,Antalya,Mobile,Credit Card,soniacooper@example.net,Test A,Success
37,Male,Bursa,Desktop,Cash on Delivery,wanda35@example.net,Test C,Failed
37,Male,Bursa,Desktop,Bank Transfer,brittanyhoward@example.net,Test C,Failed
22,Female,Istanbul,Mobile,Digital Wallet,villabrooke@example.org,Test B,Success
26,Female,Ankara,Mobile,Credit Card,cheyenne57@example.net,Test B,Success
34,Male,Konya,Desktop,Cash on Delivery,david84@example.net,Test C,Failed
31,Female,Izmir,Mobile,Credit Card,emilykennedy@example.net,Test A,Success
36,Female,Izmir,Tablet,Credit Card,jeffkemp@example.org,Test A,Success
21,Female,Istanbul,Mobile,Digital Wallet,emullen@example.org,Test B,Success
38,Female,Konya,Desktop,Bank Transfer,ajones@example.com,Test C,Failed
26,Female,Ankara,Mobile,Digital Wallet,timothy19@example.net,Test B,Failed
36,Male,Konya,Desktop,Bank Transfer,udominguez@example.org,Test C,Failed
29,Female,Antalya,Tablet,Credit Card,ricardoolson@example.com,Test A,Failed
23,Female,Ankara,Mobile,Credit Card,corey66@example.org,Test B,Success
30,Female,Antalya,Tablet,Credit Card,rwoods@example.org,Test A,Success
39,Male,Konya,Desktop,Cash on Delivery,lisarichardson@example.org,Test C,Success
28,Male,Izmir,Mobile,Credit Card,angelaandrews@example.com,Test A,Success
38,Male,Konya,Desktop,Cash on Delivery,alopez@example.org,Test C,Failed
40,Male,Izmir,Tablet,Credit Card,ryan91@example.net,Test A,Success
44,Female,Konya,Desktop,Bank Transfer,wadedavid@example.org,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,xlynch@example.org,Test B,Success
42,Male,Bursa,Desktop,Cash on Delivery,jamesyoung@example.com,Test C,Failed
26,Female,Istanbul,Mobile,Digital Wallet,gibsonsteven@example.net,Test B,Success
24,Female,Istanbul,Mobile,Digital Wallet,danareyes@example.com,Test B,Success
24,Female,Ankara,Mobile,Credit Card,nathanmiller@example.org,Test B,Success
24,Female,Istanbul,Mobile,Credit Card,rosekristin@example.org,Test B,Success
36,Female,Konya,Desktop,Cash on Delivery,brenda69@example.com,Test C,Failed
35,Female,Izmir,Tablet,Credit Card,edwardslawrence@example.org,Test A,Success
42,Female,Konya,Desktop,Bank Transfer,christian33@example.net,Test C,Success
37,Male,Izmir,Tablet,Credit Card,ramosrachael@example.com,Test A,Success
39,Male,Antalya,Tablet,Credit Card,colleen16@example.com,Test A,Failed
45,Female,Bursa,Desktop,Bank Transfer,cbrady@example.net,Test C,Success
34,Female,Izmir,Tablet,Credit Card,waltonwilliam@example.net,Test A,Success
